cfheps_amount,zip,month,timely_issuance,agency_action
1784.76,10025,2023-12-01,Timely,N/A
1701.00,10025,2023-12-01,Timely,N/A
990.13,10025,2023-12-01,Timely,N/A
750.00,10025,2023-12-01,Timely,N/A
994.34,10025,2023-12-01,Timely,N/A
1290.43,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1728.80,10025,2023-12-01,Timely,N/A
224.61,10025,2023-12-01,Timely,N/A
1185.47,10025,2023-12-01,Timely,N/A
859.63,10025,2023-12-01,Timely,N/A
998.00,10025,2023-12-01,Timely,N/A
1033.00,10025,2023-12-01,Timely,N/A
740.79,10025,2023-12-01,Timely,N/A
1469.90,10025,2023-12-01,Timely,N/A
1004.83,10025,2023-12-01,Timely,N/A
2110.00,10025,2023-12-01,Timely,N/A
1472.60,10025,2023-12-01,Timely,N/A
998.00,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
811.96,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
906.46,10025,2023-12-01,Timely,N/A
950.05,10025,2023-12-01,Timely,N/A
637.65,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
931.49,10025,2023-12-01,Timely,N/A
1468.10,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1374.72,10025,2023-12-01,Timely,N/A
628.81,10025,2023-12-01,Timely,N/A
652.60,10025,2023-12-01,Timely,N/A
920.45,10025,2023-12-01,Timely,N/A
1701.00,10025,2023-12-01,Timely,N/A
1158.73,10025,2023-12-01,Timely,N/A
1701.00,10025,2023-12-01,Timely,N/A
1509.20,10025,2023-12-01,Timely,N/A
1088.34,10025,2023-12-01,Timely,N/A
1240.62,10025,2023-12-01,Timely,N/A
998.31,10025,2023-12-01,Timely,N/A
1138.70,10025,2023-12-01,Timely,N/A
982.00,10025,2023-12-01,Timely,N/A
2160.00,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1655.00,10025,2023-12-01,Timely,N/A
1406.30,10025,2023-12-01,Timely,N/A
734.62,10025,2023-12-01,Timely,N/A
688.96,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1003.33,10025,2023-12-01,Timely,N/A
826.33,10025,2023-12-01,Timely,N/A
1062.65,10025,2023-12-01,Timely,N/A
1010.35,10025,2023-12-01,Timely,N/A
610.63,10025,2023-12-01,Timely,N/A
750.00,10025,2023-12-01,Timely,N/A
1450.70,10025,2023-12-01,Timely,N/A
1038.13,10025,2023-12-01,Timely,N/A
279.68,10025,2023-12-01,Timely,N/A
964.00,10025,2023-12-01,Timely,N/A
644.22,10025,2023-12-01,Timely,N/A
1052.23,10025,2023-12-01,Timely,N/A
998.00,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
2205.84,10025,2023-12-01,Timely,N/A
607.55,10025,2023-12-01,Timely,N/A
1482.77,10025,2023-12-01,Timely,N/A
1022.24,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
892.07,10025,2023-12-01,Timely,N/A
2285.00,10025,2023-12-01,Timely,N/A
2285.00,10025,2023-12-01,Timely,N/A
1369.40,10025,2023-12-01,Timely,N/A
2953.00,10025,2023-12-01,Timely,N/A
971.00,10025,2023-12-01,Timely,N/A
927.43,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
999.25,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
433.95,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1088.34,10025,2023-12-01,Timely,N/A
1581.93,10025,2023-12-01,Timely,N/A
998.00,10025,2023-12-01,Timely,N/A
770.69,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1448.90,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
958.72,10025,2023-12-01,Timely,N/A
2243.00,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
863.74,10025,2023-12-01,Timely,N/A
999.25,10025,2023-12-01,Timely,N/A
1817.00,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
997.00,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
801.52,10025,2023-12-01,Timely,N/A
1801.02,10025,2023-12-01,Timely,N/A
472.79,10025,2023-12-01,Timely,N/A
589.90,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1708.54,10025,2023-12-01,Timely,N/A
977.35,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1444.70,10025,2023-12-01,Timely,N/A
3393.00,10025,2023-12-01,Timely,N/A
618.67,10025,2023-12-01,Timely,N/A
2235.95,10025,2023-12-01,Timely,N/A
987.25,10025,2023-12-01,Timely,N/A
1450.70,10025,2023-12-01,Timely,N/A
1249.07,10025,2023-12-01,Timely,N/A
835.64,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1103.83,10025,2023-12-01,Timely,N/A
998.00,10025,2023-12-01,Timely,N/A
792.93,10025,2023-12-01,Timely,N/A
2647.88,10025,2023-12-01,Timely,N/A
1421.00,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
810.70,10025,2023-12-01,Timely,N/A
773.83,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
750.00,10025,2023-12-01,Timely,N/A
2160.00,10025,2023-12-01,Timely,N/A
747.17,10025,2023-12-01,Timely,N/A
1646.00,10025,2023-12-01,Timely,N/A
1906.80,10025,2023-12-01,Timely,N/A
471.35,10025,2023-12-01,Timely,N/A
1031.23,10025,2023-12-01,Timely,N/A
1160.44,10025,2023-12-01,Timely,N/A
1088.34,10025,2023-12-01,Timely,N/A
1023.07,10025,2023-12-01,Timely,N/A
2285.00,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
938.83,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1006.07,10025,2023-12-01,Timely,N/A
1768.66,10025,2023-12-01,Timely,N/A
791.90,10025,2023-12-01,Timely,N/A
1003.33,10025,2023-12-01,Timely,N/A
2402.00,10025,2023-12-01,Timely,N/A
956.89,10025,2023-12-01,Timely,N/A
1003.33,10025,2023-12-01,Timely,N/A
984.13,10025,2023-12-01,Timely,N/A
1025.35,10025,2023-12-01,Timely,N/A
1025.35,10025,2023-12-01,Timely,N/A
918.90,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
990.13,10025,2023-12-01,Timely,N/A
999.25,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
2027.55,10025,2023-12-01,Timely,N/A
998.00,10025,2023-12-01,Timely,N/A
1075.43,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1244.30,10025,2023-12-01,Timely,N/A
1137.68,10025,2023-12-01,Timely,N/A
998.00,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1016.23,10025,2023-12-01,Timely,N/A
998.00,10025,2023-12-01,Timely,N/A
1088.34,10025,2023-12-01,Timely,N/A
998.00,10025,2023-12-01,Timely,N/A
2953.00,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
998.00,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1163.00,10025,2023-12-01,Timely,N/A
1701.00,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1701.00,10025,2023-12-01,Timely,N/A
1206.10,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1056.51,10025,2023-12-01,Timely,N/A
2953.00,10025,2023-12-01,Timely,N/A
1476.80,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1134.40,10025,2023-12-01,Timely,N/A
1459.10,10025,2023-12-01,Timely,N/A
1536.00,10025,2023-12-01,Timely,N/A
1701.00,10025,2023-12-01,Timely,N/A
1476.80,10025,2023-12-01,Timely,N/A
1701.00,10025,2023-12-01,Timely,N/A
1414.40,10025,2023-12-01,Timely,N/A
1444.70,10025,2023-12-01,Timely,N/A
549.71,10026,2023-12-01,Timely,N/A
2470.00,10026,2023-12-01,Timely,N/A
2439.00,10026,2023-12-01,Timely,N/A
685.92,10026,2023-12-01,Timely,N/A
767.83,10026,2023-12-01,Timely,N/A
2077.00,10026,2023-12-01,Timely,N/A
335.00,10026,2023-12-01,Timely,N/A
421.00,10026,2023-12-01,Timely,N/A
1419.00,10026,2023-12-01,Timely,N/A
2785.80,10026,2023-12-01,Timely,N/A
870.85,10026,2023-12-01,Timely,N/A
2702.00,10026,2023-12-01,Timely,N/A
1251.45,10026,2023-12-01,Timely,N/A
1180.00,10026,2023-12-01,Timely,N/A
1823.31,10026,2023-12-01,Timely,N/A
1499.00,10026,2023-12-01,Timely,N/A
1405.95,10026,2023-12-01,Timely,N/A
2426.20,10026,2023-12-01,Timely,N/A
2936.00,10026,2023-12-01,Timely,N/A
950.21,10026,2023-12-01,Timely,N/A
965.60,10026,2023-12-01,Timely,N/A
964.40,10026,2023-12-01,Timely,N/A
280.07,10026,2023-12-01,Timely,N/A
1067.05,10026,2023-12-01,Timely,N/A
1327.70,10026,2023-12-01,Timely,N/A
510.32,10026,2023-12-01,Timely,N/A
1180.00,10026,2023-12-01,Timely,N/A
2196.66,10026,2023-12-01,Timely,N/A
2373.00,10026,2023-12-01,Timely,N/A
1539.16,10026,2023-12-01,Timely,N/A
623.97,10026,2023-12-01,Timely,N/A
4898.82,10026,2023-12-01,Timely,N/A
2455.00,10026,2023-12-01,Timely,N/A
1965.00,10026,2023-12-01,Timely,N/A
2644.69,10026,2023-12-01,Timely,N/A
1043.00,10026,2023-12-01,Timely,N/A
1494.00,10026,2023-12-01,Timely,N/A
343.46,10026,2023-12-01,Timely,N/A
364.56,10026,2023-12-01,Timely,N/A
1779.00,10026,2023-12-01,Timely,N/A
2027.74,10026,2023-12-01,Timely,N/A
902.08,10026,2023-12-01,Timely,N/A
760.87,10026,2023-12-01,Timely,N/A
1045.43,10026,2023-12-01,Timely,N/A
1535.00,10026,2023-12-01,Timely,N/A
724.10,10026,2023-12-01,Timely,N/A
1590.00,10026,2023-12-01,Timely,N/A
1540.60,10026,2023-12-01,Timely,N/A
968.72,10026,2023-12-01,Timely,N/A
554.34,10026,2023-12-01,Timely,N/A
2602.00,10026,2023-12-01,Timely,N/A
991.22,10026,2023-12-01,Timely,N/A
1464.00,10026,2023-12-01,Timely,N/A
495.83,10026,2023-12-01,Timely,N/A
2235.00,10026,2023-12-01,Timely,N/A
871.28,10026,2023-12-01,Timely,N/A
1341.90,10026,2023-12-01,Timely,N/A
737.50,10026,2023-12-01,Timely,N/A
856.79,10026,2023-12-01,Timely,N/A
1816.10,10026,2023-12-01,Timely,N/A
2448.60,10026,2023-12-01,Timely,N/A
1584.00,10026,2023-12-01,Timely,N/A
2652.00,10026,2023-12-01,Timely,N/A
445.68,10026,2023-12-01,Timely,N/A
2439.37,10026,2023-12-01,Timely,N/A
2950.00,10026,2023-12-01,Timely,N/A
3068.00,10026,2023-12-01,Timely,N/A
526.98,10026,2023-12-01,Timely,N/A
1050.00,10026,2023-12-01,Timely,N/A
3489.62,10026,2023-12-01,Timely,N/A
1419.00,10026,2023-12-01,Timely,N/A
634.17,10026,2023-12-01,Timely,N/A
1431.00,10026,2023-12-01,Timely,N/A
1722.41,10026,2023-12-01,Timely,N/A
2530.84,10026,2023-12-01,Timely,N/A
798.42,10026,2023-12-01,Timely,N/A
974.52,10026,2023-12-01,Timely,N/A
1419.00,10026,2023-12-01,Timely,N/A
569.00,10026,2023-12-01,Timely,N/A
951.14,10026,2023-12-01,Timely,N/A
1501.00,10026,2023-12-01,Timely,N/A
1450.00,10026,2023-12-01,Timely,N/A
2062.10,10026,2023-12-01,Timely,N/A
1435.00,10026,2023-12-01,Timely,N/A
1672.00,10026,2023-12-01,Timely,N/A
2377.90,10026,2023-12-01,Timely,N/A
2349.68,10026,2023-12-01,Timely,N/A
1674.00,10026,2023-12-01,Timely,N/A
2496.51,10026,2023-12-01,Timely,N/A
2788.60,10026,2023-12-01,Timely,N/A
891.45,10026,2023-12-01,Timely,N/A
2507.05,10026,2023-12-01,Timely,N/A
1059.62,10026,2023-12-01,Timely,N/A
1419.00,10026,2023-12-01,Timely,N/A
1701.00,10026,2023-12-01,Timely,N/A
1479.73,10026,2023-12-01,Timely,N/A
1199.70,10026,2023-12-01,Timely,N/A
1878.00,10026,2023-12-01,Timely,N/A
2445.62,10026,2023-12-01,Timely,N/A
726.92,10026,2023-12-01,Timely,N/A
680.76,10027,2023-12-01,Timely,N/A
1497.90,10027,2023-12-01,Timely,N/A
1536.00,10027,2023-12-01,Timely,N/A
822.09,10027,2023-12-01,Timely,N/A
832.00,10027,2023-12-01,Timely,N/A
1209.00,10027,2023-12-01,Timely,N/A
1040.00,10027,2023-12-01,Timely,N/A
734.23,10027,2023-12-01,Timely,N/A
1543.70,10027,2023-12-01,Timely,N/A
956.08,10027,2023-12-01,Timely,N/A
1777.20,10027,2023-12-01,Timely,N/A
1766.80,10027,2023-12-01,Timely,N/A
2153.90,10027,2023-12-01,Timely,N/A
1419.00,10027,2023-12-01,Timely,N/A
817.26,10027,2023-12-01,Timely,N/A
754.80,10027,2023-12-01,Timely,N/A
1123.70,10027,2023-12-01,Timely,N/A
849.77,10027,2023-12-01,Timely,N/A
740.80,10027,2023-12-01,Timely,N/A
2904.33,10027,2023-12-01,Timely,N/A
1130.00,10027,2023-12-01,Timely,N/A
802.00,10027,2023-12-01,Timely,N/A
363.73,10027,2023-12-01,Timely,N/A
1977.35,10027,2023-12-01,Timely,N/A
1210.00,10027,2023-12-01,Timely,N/A
1285.99,10027,2023-12-01,Timely,N/A
2021.00,10027,2023-12-01,Timely,N/A
1027.30,10027,2023-12-01,Timely,N/A
760.33,10027,2023-12-01,Timely,N/A
1017.00,10027,2023-12-01,Timely,N/A
1536.00,10027,2023-12-01,Timely,N/A
2555.00,10027,2023-12-01,Timely,N/A
1259.00,10027,2023-12-01,Timely,N/A
704.18,10027,2023-12-01,Timely,N/A
867.84,10027,2023-12-01,Timely,N/A
1536.00,10027,2023-12-01,Timely,N/A
895.73,10027,2023-12-01,Timely,N/A
8.92,10027,2023-12-01,Timely,N/A
677.62,10027,2023-12-01,Timely,N/A
1209.00,10027,2023-12-01,Timely,N/A
612.00,10027,2023-12-01,Timely,N/A
802.01,10027,2023-12-01,Timely,N/A
353.87,10027,2023-12-01,Timely,N/A
2155.00,10027,2023-12-01,Timely,N/A
2434.00,10027,2023-12-01,Timely,N/A
1589.32,10027,2023-12-01,Timely,N/A
306.41,10027,2023-12-01,Timely,N/A
1050.00,10027,2023-12-01,Timely,N/A
1419.00,10027,2023-12-01,Timely,N/A
1372.79,10027,2023-12-01,Timely,N/A
816.61,10027,2023-12-01,Timely,N/A
573.66,10027,2023-12-01,Timely,N/A
35.72,10027,2023-12-01,Timely,N/A
749.61,10027,2023-12-01,Timely,N/A
2048.80,10027,2023-12-01,Timely,N/A
2150.00,10027,2023-12-01,Timely,N/A
1711.32,10027,2023-12-01,Timely,N/A
627.73,10027,2023-12-01,Timely,N/A
1401.43,10027,2023-12-01,Timely,N/A
1340.60,10027,2023-12-01,Timely,N/A
750.00,10027,2023-12-01,Timely,N/A
2008.90,10027,2023-12-01,Timely,N/A
552.74,10027,2023-12-01,Timely,N/A
950.25,10027,2023-12-01,Timely,N/A
986.89,10027,2023-12-01,Timely,N/A
958.21,10027,2023-12-01,Timely,N/A
898.94,10027,2023-12-01,Timely,N/A
864.30,10027,2023-12-01,Timely,N/A
2142.00,10027,2023-12-01,Timely,N/A
1191.52,10027,2023-12-01,Timely,N/A
1130.00,10027,2023-12-01,Timely,N/A
1535.00,10027,2023-12-01,Timely,N/A
2630.52,10027,2023-12-01,Timely,N/A
1780.20,10027,2023-12-01,Timely,N/A
345.33,10027,2023-12-01,Timely,N/A
583.66,10027,2023-12-01,Timely,N/A
788.98,10027,2023-12-01,Timely,N/A
1945.90,10027,2023-12-01,Timely,N/A
998.00,10027,2023-12-01,Timely,N/A
608.14,10027,2023-12-01,Timely,N/A
750.00,10027,2023-12-01,Timely,N/A
1130.00,10027,2023-12-01,Timely,N/A
2576.00,10027,2023-12-01,Timely,N/A
729.65,10027,2023-12-01,Timely,N/A
847.70,10027,2023-12-01,Timely,N/A
750.00,10027,2023-12-01,Timely,N/A
1922.50,10027,2023-12-01,Timely,N/A
1967.00,10027,2023-12-01,Timely,N/A
2544.00,10027,2023-12-01,Timely,N/A
1499.00,10027,2023-12-01,Timely,N/A
560.70,10027,2023-12-01,Timely,N/A
382.22,10027,2023-12-01,Timely,N/A
983.00,10027,2023-12-01,Timely,N/A
1066.03,10027,2023-12-01,Timely,N/A
688.35,10027,2023-12-01,Timely,N/A
437.81,10027,2023-12-01,Timely,N/A
1393.40,10027,2023-12-01,Timely,N/A
532.12,10027,2023-12-01,Timely,N/A
794.41,10027,2023-12-01,Timely,N/A
1110.37,10027,2023-12-01,Timely,N/A
565.52,10027,2023-12-01,Timely,N/A
1043.30,10027,2023-12-01,Timely,N/A
640.63,10027,2023-12-01,Timely,N/A
1061.30,10027,2023-12-01,Timely,N/A
518.70,10027,2023-12-01,Timely,N/A
1038.69,10027,2023-12-01,Timely,N/A
2162.25,10027,2023-12-01,Timely,N/A
2693.00,10027,2023-12-01,Timely,N/A
1907.99,10027,2023-12-01,Timely,N/A
1040.00,10027,2023-12-01,Timely,N/A
767.20,10027,2023-12-01,Timely,N/A
964.70,10027,2023-12-01,Timely,N/A
750.00,10027,2023-12-01,Timely,N/A
2285.00,10027,2023-12-01,Timely,N/A
2050.00,10027,2023-12-01,Timely,N/A
977.90,10027,2023-12-01,Timely,N/A
1488.47,10027,2023-12-01,Timely,N/A
1208.40,10027,2023-12-01,Timely,N/A
778.30,10027,2023-12-01,Timely,N/A
663.56,10027,2023-12-01,Timely,N/A
2052.80,10027,2023-12-01,Timely,N/A
1455.00,10027,2023-12-01,Timely,N/A
1298.30,10027,2023-12-01,Timely,N/A
651.53,10027,2023-12-01,Timely,N/A
1133.18,10027,2023-12-01,Timely,N/A
2200.00,10027,2023-12-01,Timely,N/A
1916.49,10027,2023-12-01,Timely,N/A
1047.15,10027,2023-12-01,Timely,N/A
546.69,10027,2023-12-01,Timely,N/A
832.00,10027,2023-12-01,Timely,N/A
1079.00,10027,2023-12-01,Timely,N/A
2643.00,10027,2023-12-01,Timely,N/A
1142.90,10027,2023-12-01,Timely,N/A
1050.00,10027,2023-12-01,Timely,N/A
2576.00,10027,2023-12-01,Timely,N/A
949.43,10027,2023-12-01,Timely,N/A
621.56,10027,2023-12-01,Timely,N/A
976.22,10027,2023-12-01,Timely,N/A
1150.00,10027,2023-12-01,Timely,N/A
1210.00,10027,2023-12-01,Timely,N/A
696.99,10027,2023-12-01,Timely,N/A
735.00,10027,2023-12-01,Timely,N/A
982.00,10027,2023-12-01,Timely,N/A
1040.00,10027,2023-12-01,Timely,N/A
1842.00,10027,2023-12-01,Timely,N/A
787.89,10027,2023-12-01,Timely,N/A
1915.00,10027,2023-12-01,Timely,N/A
2050.00,10027,2023-12-01,Timely,N/A
986.49,10027,2023-12-01,Timely,N/A
1245.37,10027,2023-12-01,Timely,N/A
1969.00,10027,2023-12-01,Timely,N/A
1005.24,10027,2023-12-01,Timely,N/A
761.26,10027,2023-12-01,Timely,N/A
540.73,10027,2023-12-01,Timely,N/A
927.80,10027,2023-12-01,Timely,N/A
168.40,10027,2023-12-01,Timely,N/A
2439.00,10027,2023-12-01,Timely,N/A
1112.41,10027,2023-12-01,Timely,N/A
1197.77,10027,2023-12-01,Timely,N/A
2616.00,10027,2023-12-01,Timely,N/A
1057.15,10027,2023-12-01,Timely,N/A
1115.00,10027,2023-12-01,Timely,N/A
1550.00,10027,2023-12-01,Timely,N/A
1138.04,10027,2023-12-01,Timely,N/A
668.70,10027,2023-12-01,Timely,N/A
1985.00,10027,2023-12-01,Timely,N/A
1403.33,10027,2023-12-01,Timely,N/A
1145.70,10027,2023-12-01,Timely,N/A
1079.00,10027,2023-12-01,Timely,N/A
1050.00,10027,2023-12-01,Timely,N/A
2021.00,10027,2023-12-01,Timely,N/A
1701.00,10027,2023-12-01,Timely,N/A
1550.16,10027,2023-12-01,Timely,N/A
514.09,10027,2023-12-01,Timely,N/A
2576.00,10027,2023-12-01,Timely,N/A
1564.60,10027,2023-12-01,Timely,N/A
776.20,10027,2023-12-01,Timely,N/A
953.00,10027,2023-12-01,Timely,N/A
770.56,10027,2023-12-01,Timely,N/A
1751.00,10027,2023-12-01,Timely,N/A
2576.00,10027,2023-12-01,Timely,N/A
1704.25,10027,2023-12-01,Timely,N/A
1536.00,10027,2023-12-01,Timely,N/A
1450.70,10027,2023-12-01,Timely,N/A
1435.62,10027,2023-12-01,Timely,N/A
1536.00,10027,2023-12-01,Timely,N/A
1565.80,10027,2023-12-01,Timely,N/A
2398.08,10027,2023-12-01,Timely,N/A
582.40,10027,2023-12-01,Timely,N/A
2116.00,10027,2023-12-01,Timely,N/A
1536.00,10027,2023-12-01,Timely,N/A
2197.42,10027,2023-12-01,Timely,N/A
2292.60,10027,2023-12-01,Timely,N/A
1893.00,10027,2023-12-01,Timely,N/A
2021.00,10027,2023-12-01,Timely,N/A
1536.00,10027,2023-12-01,Timely,N/A
891.60,10027,2023-12-01,Timely,N/A
1536.00,10027,2023-12-01,Timely,N/A
1215.80,10027,2023-12-01,Timely,N/A
2000.00,10027,2023-12-01,Timely,N/A
1701.00,10027,2023-12-01,Timely,N/A
1137.17,10027,2023-12-01,Timely,N/A
1572.70,10027,2023-12-01,Timely,N/A
2021.00,10027,2023-12-01,Timely,N/A
682.29,10027,2023-12-01,Timely,N/A
1491.03,10027,2023-12-01,Timely,N/A
664.18,10027,2023-12-01,Timely,N/A
1536.00,10027,2023-12-01,Timely,N/A
1701.00,10027,2023-12-01,Timely,N/A
1701.00,10027,2023-12-01,Timely,N/A
741.63,10027,2023-12-01,Timely,N/A
1476.80,10027,2023-12-01,Timely,N/A
2499.00,10028,2023-12-01,Timely,N/A
1787.14,10028,2023-12-01,Timely,N/A
1621.00,10028,2023-12-01,Timely,N/A
1621.00,10028,2023-12-01,Timely,N/A
1353.25,10028,2023-12-01,Timely,N/A
2422.88,10028,2023-12-01,Timely,N/A
856.90,10028,2023-12-01,Timely,N/A
575.72,10028,2023-12-01,Timely,N/A
847.29,10028,2023-12-01,Timely,N/A
1180.00,10028,2023-12-01,Timely,N/A
1968.90,10028,2023-12-01,Timely,N/A
1633.00,10028,2023-12-01,Timely,N/A
1315.00,10028,2023-12-01,Timely,N/A
1787.50,10028,2023-12-01,Timely,N/A
2133.64,10028,2023-12-01,Timely,N/A
509.78,10029,2023-12-01,Timely,N/A
1499.70,10029,2023-12-01,Timely,N/A
2593.00,10029,2023-12-01,Timely,N/A
832.00,10029,2023-12-01,Timely,N/A
638.21,10029,2023-12-01,Timely,N/A
2080.90,10029,2023-12-01,Timely,N/A
791.98,10029,2023-12-01,Timely,N/A
734.73,10029,2023-12-01,Timely,N/A
329.46,10029,2023-12-01,Timely,N/A
1536.00,10029,2023-12-01,Timely,N/A
1180.00,10029,2023-12-01,Timely,N/A
631.65,10029,2023-12-01,Timely,N/A
2046.90,10029,2023-12-01,Timely,N/A
1989.00,10029,2023-12-01,Timely,N/A
3082.74,10029,2023-12-01,Timely,N/A
1307.50,10029,2023-12-01,Timely,N/A
949.09,10029,2023-12-01,Timely,N/A
871.56,10029,2023-12-01,Timely,N/A
2210.45,10029,2023-12-01,Timely,N/A
903.00,10029,2023-12-01,Timely,N/A
1044.40,10029,2023-12-01,Timely,N/A
1050.00,10029,2023-12-01,Timely,N/A
285.00,10029,2023-12-01,Timely,N/A
2916.00,10029,2023-12-01,Timely,N/A
601.12,10029,2023-12-01,Timely,N/A
396.30,10029,2023-12-01,Timely,N/A
826.38,10029,2023-12-01,Timely,N/A
291.88,10029,2023-12-01,Timely,N/A
2220.65,10029,2023-12-01,Timely,N/A
378.20,10029,2023-12-01,Timely,N/A
1622.60,10029,2023-12-01,Timely,N/A
1392.85,10029,2023-12-01,Timely,N/A
1040.00,10029,2023-12-01,Timely,N/A
2476.00,10029,2023-12-01,Timely,N/A
1641.80,10029,2023-12-01,Timely,N/A
545.14,10029,2023-12-01,Timely,N/A
1811.70,10029,2023-12-01,Timely,N/A
2866.00,10029,2023-12-01,Timely,N/A
1419.00,10029,2023-12-01,Timely,N/A
1331.50,10029,2023-12-01,Timely,N/A
1073.00,10029,2023-12-01,Timely,N/A
1699.57,10029,2023-12-01,Timely,N/A
1130.00,10029,2023-12-01,Timely,N/A
1931.00,10029,2023-12-01,Timely,N/A
1118.50,10029,2023-12-01,Timely,N/A
1536.00,10029,2023-12-01,Timely,N/A
198.48,10029,2023-12-01,Timely,N/A
258.90,10029,2023-12-01,Timely,N/A
2277.90,10029,2023-12-01,Timely,N/A
1115.21,10029,2023-12-01,Timely,N/A
1276.51,10029,2023-12-01,Timely,N/A
804.87,10029,2023-12-01,Timely,N/A
2194.90,10029,2023-12-01,Timely,N/A
1040.00,10029,2023-12-01,Timely,N/A
46.90,10029,2023-12-01,Timely,N/A
1575.00,10029,2023-12-01,Timely,N/A
801.70,10029,2023-12-01,Timely,N/A
693.70,10029,2023-12-01,Timely,N/A
1012.32,10029,2023-12-01,Timely,N/A
1919.00,10029,2023-12-01,Timely,N/A
2161.00,10029,2023-12-01,Timely,N/A
1675.00,10029,2023-12-01,Timely,N/A
1879.40,10029,2023-12-01,Timely,N/A
2426.00,10029,2023-12-01,Timely,N/A
1606.27,10029,2023-12-01,Timely,N/A
1818.00,10029,2023-12-01,Timely,N/A
2051.00,10029,2023-12-01,Timely,N/A
1686.00,10029,2023-12-01,Timely,N/A
671.77,10029,2023-12-01,Timely,N/A
749.63,10029,2023-12-01,Timely,N/A
1686.00,10029,2023-12-01,Timely,N/A
2247.39,10029,2023-12-01,Timely,N/A
1026.73,10029,2023-12-01,Timely,N/A
469.56,10029,2023-12-01,Timely,N/A
1040.00,10029,2023-12-01,Timely,N/A
1322.53,10029,2023-12-01,Timely,N/A
808.17,10029,2023-12-01,Timely,N/A
733.04,10029,2023-12-01,Timely,N/A
1189.45,10029,2023-12-01,Timely,N/A
1535.00,10029,2023-12-01,Timely,N/A
1902.00,10029,2023-12-01,Timely,N/A
1866.90,10029,2023-12-01,Timely,N/A
1657.10,10029,2023-12-01,Timely,N/A
826.90,10029,2023-12-01,Timely,N/A
713.64,10029,2023-12-01,Timely,N/A
2916.00,10029,2023-12-01,Timely,N/A
832.00,10029,2023-12-01,Timely,N/A
2021.00,10029,2023-12-01,Timely,N/A
734.80,10029,2023-12-01,Timely,N/A
750.71,10029,2023-12-01,Timely,N/A
